Date,Close,High,Low,Open,Volume
2025-08-11,412.51361083984375,414.0233002572271,410.4426092219287,412.26198609247285,1462100
2025-08-12,417.6426696777344,417.6717010299067,411.29422471307214,412.1845687353912,1492100
2025-08-13,428.2976379394531,429.1492636855414,417.5072184128874,418.57172106207616,1890600
2025-08-14,423.2169189453125,429.5847082007243,420.8168855807146,421.9781987162923,1733600
2025-08-15,423.44915771484375,427.194349647098,422.38462562641286,423.72012683431535,1501700
2025-08-18,426.4298400878906,429.4588760893327,424.9588395793268,426.3427165033206,1154400
2025-08-19,426.8750305175781,430.1653784618961,424.4556526859589,425.6749990303689,1248100
2025-08-20,431.6170043945313,432.6621626212299,425.9459969433267,425.9459969433267,1282800
2025-08-21,432.7783203125,434.0266980152613,430.358942469817,430.6395690355052,1026000
2025-08-22,431.8105773925781,437.9654605654461,430.513764854812,435.47833300781815,1890300
2025-08-25,433.2815551757813,434.27833769991713,430.7460518347805,432.6525228217304,985200
2025-08-26,440.77191162109375,441.6525686738652,432.5847455122992,435.9912187822888,2051500
